filename,readid,runid,exit_status,barcode,taxID,name,score,lineage
324212_1778,04948a6b-a9f3-4f6b-86fa-d604b4b5e56b,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,590,Salmonella,1545,1:131567:2:1224:1236:91347:543:590
324212_1778,d90f74ad-b755-41bf-b2e8-9fca7469fee9,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1351,Enterococcus faecalis,3357,1:131567:2:1783272:1239:91061:186826:81852:1350:1351
324212_1778,2af29bb4-940e-4e92-aa75-26f95dd8bfcd,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,562,Escherichia coli,7685,1:131567:2:1224:1236:91347:543:561:562
324212_1778,ca134236-d90f-439b-a987-09adeca8765a,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,28901,Salmonella enterica,1184,1:131567:2:1224:1236:91347:543:590:28901
324212_1778,38d76ea3-7570-40d7-9476-fb1198314fad,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1351,Enterococcus faecalis,1561,1:131567:2:1783272:1239:91061:186826:81852:1350:1351
324212_1778,3fa81a62-c680-4eac-a1ba-4ae4171e3e5e,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1351,Enterococcus faecalis,4971,1:131567:2:1783272:1239:91061:186826:81852:1350:1351
324212_1778,194683e6-c8a9-4f12-b47e-c89febaf5847,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1386,Bacillus,34568,1:131567:2:1783272:1239:91061:1385:186817:1386
324212_1778,9d5a5b04-7ab3-43e1-a5a3-cae94f351ed8,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,287,Pseudomonas aeruginosa,14173,1:131567:2:1224:1236:72274:135621:286:136841:287
324212_1778,0cbfa2ca-bf14-41b0-8b69-e7b3fc9c56dd,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1639,Listeria monocytogenes,11512,1:131567:2:1783272:1239:91061:1385:186820:1637:1639
324212_1778,58db819a-8a5e-41af-be62-e936c8ce6cc4,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1386,Bacillus,6385,1:131567:2:1783272:1239:91061:1385:186817:1386
324212_1778,ef8325c1-9001-4d6b-ae18-ced0854242e8,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1386,Bacillus,29110,1:131567:2:1783272:1239:91061:1385:186817:1386
